Property_ID,Listing_Date,City,Locality,Property_Type,BHK,Built_Up_Area_sqft,Carpet_Area_sqft,Age_Years,Floor,Total_Floors,Bathrooms,Parking_Spaces,Furnishing_Status,Facing,Gated_Community,Distance_to_Metro_km,Distance_to_CBD_km,Nearby_Schools,Crime_Index,Amenities_Score,Monthly_Maintenance_INR,Seller_Type,Loan_Available,Annual_Property_Tax_INR,Price_Lakhs
PROP-10406,2026-01-22,Hyderabad,Manikonda,Apartment,3,1691.4,1238.5,13,Ground,16,2,2,Semi-Furnished,North-East,Yes,7.51,7.04,2,53.0,7.1,7120,Owner,Yes,60900,131.01
PROP-10407,2025-10-26,Hyderabad,Madhapur,Independent House,1,467.6,379.7,42,Ground,2,2,2,Unfurnished,North-East,No,5.55,6.31,11,54.7,,1270,Builder,Yes,13700,18
PROP-10408,2026-05-17,Hyderabad,Madhapur,Independent House,3,1830.6,1325.4,18,Ground,3,3,1,Furnished,West,No,5.22,5.97,1,47.9,4.6,8850,,Yes,40400,134.37
PROP-10409,2025-08-30,Hyderabad,Kukatpally,Apartment,3,1489.2,1074.9,0,13,17,3,2,Furnished,North,Yes,1.71,10.65,0,40.8,8.6,5910,Owner,Yes,61100,144.56
PROP-10410,2025-10-29,Delhi NCR,Gurugram,Independent House,2,830.4,576.2,10,Ground,1,2,1,Furnished,North,No,5.19,3.68,8,42.7,2.4,3250,Owner,Yes,26500,84.04
PROP-10411,2026-03-03,Delhi NCR,Dwarka,Apartment,3,1270.2,896.1,17,12,14,4,3,Semi-Furnished,North-East,Yes,,17.3,11,,3.4,3140,Owner,Yes,25900,85.37
PROP-10412,2025-07-27,Hyderabad,Kondapur,Apartment,2,1160.3,884.7,18,2,5,2,1,Unfurnished,South,Yes,7.39,19.56,9,12.9,7.0,5440,Broker,Yes,38800,60.52
PROP-10413,2026-05-02,Hyderabad,Kondapur,Apartment,2,1320.1,1037.2,18,18,22,3,1,Furnished,South-East,No,2.97,6.59,2,53.6,5.7,3640,Broker,Yes,28300,89.56
PROP-10414,2025-09-14,Hyderabad,Manikonda,Independent House,2,1410.1,1078.6,5,3,4,2,1,Furnished,East,Yes,10.07,23.49,2,21.4,10,6330,Broker,Yes,42000,120.26
PROP-10415,2025-09-17,Pune,Baner,Apartment,2,1297.8,1062.5,0,6,28,3,1,Furnished,South,Yes,7.16,23.98,0,47.1,9.0,3480,Owner,Yes,47600,114.14
PROP-10416,2025-05-15,Pune,Baner,Apartment,5,3035.2,2448.7,9,2,2,6,1,Semi-Furnished,West,No,5.92,8.22,1,25.9,6.2,15570,Builder,Yes,108600,211.58
PROP-10417,2025-03-04,Delhi NCR,Gurugram,Apartment,3,1666.8,1296.7,10,10,13,4,2,Unfurnished,South-East,No,2.7,23.56,9,39.3,3.8,3420,Owner,Yes,63500,132.07
PROP-10418,2025-01-11,Chennai,OMR,Apartment,1,527.0,416.1,6,1st,1,1,0,Semi-Furnished,South-East,Yes,1.66,16.22,1,39.1,7.5,1640,Owner,Yes,11200,50.42
PROP-10419,2025-12-24,Bengaluru,Whitefield,Independent House,4,1987.4,1688.7,20,1st,2,4,1,Unfurnished,East,Yes,6.14,8.7,3,47.9,8.7,8830,Builder,Yes,74800,153.55
PROP-10420,2025-07-10,Pune,Kharadi,Apartment,4,2092.5,1568.2,4,20,23,4,1,Semi-Furnished,North-East,Yes,4.26,13.26,8,29.3,7.4,7610,Builder,Yes,65100,149.46
PROP-10421,2026-02-13,Bengaluru,HSR Layout,Apartment,2,1007.9,812.6,8,Ground,1,2,1,Unfurnished,North,YES ,3.57,16.75,8,43.3,7.6,4870,Owner,Yes,33800,92.24
PROP-10422,2025-05-14,Pune,Baner,Apartment,2,1352.8,1156.3,19,6,33,2,1,Unfurnished,North-East,Yes,0.9,21.75,4,45.4,10,7170,Builder,No,44900,73.39
PROP-10423,2025-04-13,Chennai,OMR,Studio,1,577.5,476.0,22,1st,2,1,1,Unfurnished,East,Yes,4.99,18.2,1,40.5,6.1,2280,Broker,Yes,12100,18
PROP-10424,2025-12-15,Delhi NCR,Faridabad,Independent House,3,1151.4,941.1,12,1,2,3,2,Semi-Furnished,West,Yes,5.78,7.19,10,38.9,7.0,3200,Owner,Yes,34600,112.14
PROP-10425,2025-03-26,Hyderabad,Manikonda,Villa,5,2820.4,2013.3,6,Ground,4,5,1,Unfurnished,South,Yes,0.2,21.98,0,39.2,10,7410,Owner,Yes,58000,261.43
PROP-10426,2026-03-11,Bengaluru,Whitefield,Apartment,2,775.6,598.2,9,13,26,1,1,Unfurnished,South-East,Yes,4.34,18.87,8,9.3,5.6,2460,Owner,Yes,33700,75.77
PROP-10427,2026-01-01,Bengaluru,Whitefield,Apartment,2,1281.2,916.8,5,13,30,1,1,Unfurnished,West,Yes,,16.43,5,41.8,9.0,3890,Broker,Yes,33700,89.11
PROP-10428,2025-04-14,Hyderabad,Gachibowli,Apartment,1,682.3,554.7,9,10,10,1,1,Unfurnished,West,Yes,6.18,13.98,11,71.9,8.3,1460,Builder,Yes,22300,32.58
PROP-10429,2025-07-10,Delhi NCR,Gurugram,Apartment,3,1459.4,1040.7,17,6,6,3,3,Semi-Furnished,North-East,Yes,3.5,21.44,12,43.1,10,4830,Owner,Yes,46600,119.41
PROP-10430,2025-11-24,Delhi NCR,Dwarka,Apartment,2,823.3,562.6,5,3rd,21,1,2,Unfurnished,North-East,Yes,5.69,10.4,9,12.9,4.8,3210,Owner,Yes,24200,86.82
PROP-10431,2025-01-24,Bengaluru,Marathahalli,Independent House,3,1383.2,1037.7,8,1,1,3,0,Semi-Furnished,North-East,Yes,66.93,19.38,10,32.9,7.4,5600,Owner,Yes,45600,134.3
PROP-10432,2025-11-22,Delhi NCR,Faridabad,Independent House,2,1355.0,1069.5,11,1st,1,2,2,,West,Yes,,10.57,9,51.0,6.6,5700,Owner,Yes,50400,149.62
PROP-10433,2026-05-31,Pune,Kharadi,Independent House,3,1041.5,792.5,12,1st,2,4,2,Semi-Furnished,South-East,Yes,7.51,9.71,10,27.5,8.2,2770,Builder,Yes,31300,95.47
PROP-10434,2026-04-18,Delhi NCR,Dwarka,Apartment,2,870.4,689.8,44,17,25,3,2,FURNISHED ,South,Yes,0.2,12.63,7,30.3,10,2720,Builder,No,22400,47.26
PROP-10435,2026-07-01,Pune,Baner,Studio,1,741.0,570.6,0,1st,3,1,0,Unfurnished,South-East,Yes,1.11,12.52,6,57.0,8.1,2160,Owner,Yes,25000,44.14
PROP-10436,2025-03-17,Hyderabad,Kukatpally,Independent House,3,1747.1,1200.6,0,3,4,2,1,Unfurnished,North-East,No,9.26,16.75,6,48.3,5.1,4980,Owner,Yes,45300,129.62
PROP-10437,2025-05-12,Chennai,Velachery,Villa,3,1456.8,1108.7,2,Ground,3,3,1,Unfurnished,South,No,0.2,9.2,4,50.8,5.3,6150,Owner,Yes,35100,137.45
PROP-10438,2025-03-08,Pune,Hinjewadi,Independent House,3,1815.1,1282.7,17,3,4,3,3,Semi-Furnished,North-East,No,5.04,10.84,7,56.2,3.3,6690,Owner,Yes,56900,110.71
PROP-10439,2026-06-20,Bengaluru,Electronic City,Apartment,3,1531.3,1095.5,5,Ground,1,3,1,Unfurnished,South-East,Yes,4.21,15.79,8,72.1,6.3,5940,Builder,Yes,51900,124.21
PROP-10440,2026-05-05,Pune,Kharadi,Apartment,3,2007.2,1429.0,,11,13,2,2,Unfurnished,East,Yes,,14.8,9,63.0,6.3,10210,Builder,Yes,36500,119.25
PROP-10441,2026-06-29,Hyderabad,Kondapur,Apartment,3,1357.9,925.7,5,7,8,3,1,Semi-Furnished,West,No,4.76,20.66,4,32.0,5.8,5130,Owner,No,34200,106.14
PROP-10442,2025-11-24,Bengaluru,Marathahalli,Apartment,3,1903.6,1356.9,26,10,32,3,0,Semi-Furnished,East,Yes,5.09,17.65,10,30.8,6.0,9000,Broker,Yes,67500,127.15
PROP-10443,2025-11-10,Bengaluru,HSR Layout,Independent House,2,971.2,694.0,3,Ground,2,3,2,Unfurnished,North-East,No,1.48,3.36,12,40.3,4.3,2840,Broker,Yes,30800,104.29
PROP-10444,2026-05-31,Bengaluru,Marathahalli,Apartment,3,1916.4,1305.1,12,7,9,3,0,Semi-Furnished,South,Yes,4.39,13.01,0,72.2,5.7,6020,Owner,Yes,52400,160.78
PROP-10445,2026-02-28,Hyderabad,Gachibowli,Apartment,2,750.4,573.7,11,3,3,2,1,Furnished,North-East,Yes,8.59,19.45,4,25.3,6.7,2250,Owner,No,14800,74.83
PROP-10446,2025-09-23,Pune,Hadapsar,Apartment,2,870.4,681.6,9,Ground,19,2,2,,South-East,Yes,2.24,8.13,12,70.9,3.3,2300,Owner,Yes,20800,81.31
PROP-10447,2025-04-26,Chennai,OMR,Apartment,3,12248.4,903.1,15,4,4,3,0,Semi-Furnished,North,No,6.85,9.04,8,21.1,5.8,4630,Broker,Yes,43600,88.13
PROP-10448,2025-01-20,Hyderabad,Kukatpally,Apartment,5,2003.3,1633.3,10,28,29,5,2,Unfurnished,South-East,Yes,1.32,1.8,11,49.9,8.1,4160,Owner,Yes,75900,170.42
PROP-10449,2025-08-02,Bengaluru,Electronic City,Apartment,2,973.3,742.0,3,22,23,3,1,Semi-Furnished,South,Yes,8.08,18.62,0,45.7,4.7,5200,Builder,Yes,27000,100.42
PROP-10450,2025-05-04,Hyderabad,Kondapur,Villa,2,1546.1,1295.6,13,1,1,2,1,Semi-Furnished,West,Yes,4.22,14.73,1,20.8,8.2,8030,Broker,Yes,55900,139.84
PROP-10451,2026-02-04,Chennai,Porur,Villa,3,1843.4,1518.9,31,Ground,3,3,0,Semi-Furnished,West,Yes,6.73,8.39,4,50.8,5.4,9160,Builder,No,35400,149.08
PROP-10452,2025-04-23,Chennai,Porur,Apartment,4,2301.6,1638.6,19,2nd,31,4,2,Semi-Furnished,East,Yes,5.03,16.74,2,27.1,10,10580,Broker,Yes,86400,155.9
PROP-10453,2026-05-03,Hyderabad,Kondapur,Apartment,3,1734.2,1279.5,6,Ground,22,3,0,Furnished,West,Yes,1.61,20.1,8,45.6,8.0,5580,Builder,Yes,34000,114.81
PROP-10454,2025-08-20,Bengaluru,Yelahanka,Independent House,1,777.2,595.1,14,Ground,3,1,1,,North-East,Yes,3.3,14.21,2,50.3,7.3,1810,Owner,No,18800,84.26
PROP-10455,2025-09-01,Chennai,Porur,Apartment,5,2678.9,2100.0,1,5,9,5,1,Unfurnished,South-East,No,11.81,16.75,6,22.8,3.1,14540,Builder,Yes,97900,176.72
PROP-10456,2026-06-16,Bengaluru,HSR Layout,Apartment,4,2663.3,2276.4,,17,17,4,0,Unfurnished,North-East,No,10.58,5.79,4,70.8,3.5,12520,Owner,Yes,121100,212.81
PROP-10457,2025-06-05,Chennai,Anna Nagar,Apartment,5,3272.0,2494.3,13,4,19,5,1,Semi-Furnished,North,No,6.86,12.71,8,52.4,9.3,9080,Builder,Yes,83200,217.39
PROP-10458,2025-11-04,Pune,Hadapsar,Apartment,4,2176.6,1688.0,6,4,15,5,3,Semi-Furnished,South,Yes,5.88,30.01,4,32.1,5.3,7560,Owner,Yes,70700,169.57
PROP-10459,2025-05-07,Hyderabad,Manikonda,Apartment,2,1023.7,708.4,0,2,9,2,2,Furnished,South,Yes,6.65,19.65,9,52.6,10,2300,Broker,Yes,40400,92.88
PROP-10460,2025-04-26,Hyderabad,Kondapur,Apartment,3,1335.8,910.9,14,14,31,3,1,Unfurnished,South-East,Yes,6.71,21.7,12,69.1,8.7,3940,Broker,Yes,52600,88.17
PROP-10461,2026-01-01,Bengaluru,Electronic City,Independent House,3,1679.7,,0,1,3,3,2,Furnished,West,Yes,9.27,20.87,11,38.2,2.9,7120,Builder,Yes,47600,168.75
PROP-10462,2026-03-08,Hyderabad,Kukatpally,Apartment,2,1253.1,912.1,24,19,25,3,2,Semi-Furnished,North,Yes,4.7,3.01,1,26.7,,5860,Owner,Yes,49700,94.39
PROP-10463,2025-09-12,Chennai,OMR,Apartment,3,1768.2,,1,21,28,2,1,Unfurnished,South-East,NO ,10.84,22.67,12,59.4,6.1,9050,Owner,Yes,44900,110.01
PROP-10464,2026-01-27,Chennai,Porur,Villa,3,1308.4,1021.2,17,1,3,2,1,Semi-Furnished,South-East,No,1.19,19.47,4,39.0,8.3,5550,Builder,Yes,28200,129.62
PROP-10465,2025-12-15,Delhi NCR,Faridabad,Apartment,4,2726.6,2324.9,1,3,8,5,2,Semi-Furnished,North-East,Yes,0.72,19.96,3,63.0,8.9,14180,Owner,Yes,65700,209.21
PROP-10466,2026-03-26,Hyderabad,Madhapur,Apartment,5,3735.5,2757.9,11,10,10,5,0,Unfurnished,South-East,No,10.9,13.65,10,53.4,6.1,11350,Broker,Yes,110600,224.52
PROP-10467,2025-09-10,Pune,Hadapsar,Apartment,2,860.4,674.2,8,23,25,2,2,furnished,East,Yes,0.2,25.5,3,35.6,8.9,4610,Builder,Yes,33000,92.01
PROP-10468,2025-12-29,Delhi NCR,Ghaziabad,Villa,4,2115.0,1478.1,12,1st,2,3,1,Semi-Furnished,North-East,Yes,2.69,17.61,8,39.2,4.5,10860,Owner,Yes,46300,206.96
PROP-10469,2025-02-24,Chennai,Tambaram,Apartment,4,2726.4,2065.4,11,6,9,4,2,Unfurnished,South-East,Yes,2.72,21.45,8,50.4,6.8,10600,Owner,Yes,47500,183.17
PROP-10470,2025-07-01,Delhi NCR,Ghaziabad,Apartment,2,1124.2,797.0,17,2nd,12,2,2,Unfurnished,North,No,13.47,1.0,6,24.5,6.4,4110,Broker,Yes,32100,87.23
PROP-10471,2026-08-05,Delhi NCR,Faridabad,Apartment,2,1103.7,879.1,16,24,29,1,1,Unfurnished,North-East,Yes,0.2,9.77,1,62.2,10,4250,Builder,Yes,23100,112.21
PROP-10472,2025-10-26,Hyderabad,Manikonda,Apartment,3,1011.5,865.5,19,18,24,3,2,Semi-Furnished,South,Yes,7.66,16.49,9,26.0,9.6,5410,Broker,Yes,25800,97.53
PROP-10473,2026-05-07,Pune,Hadapsar,Apartment,4,1661.4,1428.0,9,29,30,5,2,Semi-Furnished,North,Yes,7.07,15.6,2,44.0,10,4420,Owner,Yes,61100,162.74
PROP-10474,2025-10-22,Delhi NCR,Gurugram,Independent House,2,890.7,710.6,18,4,4,2,1,Unfurnished,South,Yes,2.57,8.5,6,30.4,7.6,2110,,Yes,25300,84.71
PROP-10475,2025-08-08,Chennai,Tambaram,Independent House,2,1387.8,1130.5,18,2nd,2,1,1,Unfurnished,East,Yes,2.35,20.48,10,60.4,4.9,5320,Builder,Yes,46300,109.03
PROP-10476,2026-03-09,Chennai,OMR,Villa,4,9238.5,1519.8,7,1st,1,4,2,Furnished,East,No,4.15,26.56,5,39.6,7.5,4940,,Yes,45100,176.01
PROP-10477,2026-05-16,Chennai,Porur,Apartment,4,2173.5,1748.0,3,12,27,4,2,Unfurnished,West,Yes,,14.2,0,36.2,5.1,9390,Builder,Yes,43300,148.87
PROP-10478,2025-05-27,Chennai,Anna Nagar,Apartment,2,1023.7,853.7,8,1,13,2,1,Semi-Furnished,North,Yes,10.37,17.4,6,49.3,8.6,4940,Builder,Yes,28000,97.95
PROP-10479,2025-09-09,Chennai,Tambaram,Villa,3,1610.1,1259.7,16,2,3,3,1,Furnished,North,Yes,,18.27,1,45.5,10.0,5110,Broker,Yes,44200,147.6
PROP-10480,2026-05-03,Pune,Wakad,Apartment,3,1710.7,1289.5,0,11,21,2,1,,South,Yes,3.82,15.93,6,42.1,7.3,4770,Owner,Yes,31100,120.02
PROP-10481,2026-04-16,Pune,Wakad,Villa,3,1723.7,1324.3,6,3,4,3,1,Furnished,South,Yes,3.47,10.21,6,75.1,7.2,5670,Builder,Yes,34000,170.63
PROP-10482,2026-02-23,Delhi NCR,Noida,Independent House,2,796.9,677.0,2,3,4,2,1,Semi-Furnished,South-East,Yes,6.43,13.78,9,67.3,8.6,3430,Owner,No,27800,106.53
PROP-10483,2025-06-09,Bengaluru,Marathahalli,Apartment,2,957.9,795.0,3,1st,27,2,1,Unfurnished,West,No,0.2,20.47,0,36.6,3.8,4150,Builder,Yes,35600,74.96
PROP-10484,2026-08-21,Hyderabad,Madhapur,Apartment,4,1876.8,1320.3,15,2,34,3,0,Unfurnished,North,Yes,3.6,27.19,5,61.8,7.5,5150,Broker,Yes,74700,129.98
PROP-10485,2025-02-10,Bengaluru,HSR Layout,Villa,3,1838.0,1547.9,15,Ground,4,4,2,Semi-Furnished,North-East,Yes,0.2,17.31,11,49.0,6.0,4410,Broker,No,44100,181.88
PROP-10486,2025-11-25,Hyderabad,Gachibowli,Apartment,5,3358.8,2503.0,0,1,2,6,1,Unfurnished,North,No,6.36,16.92,4,45.6,3.7,8020,Broker,No,76300,200.95
PROP-10487,2026-04-15,Chennai,OMR,Apartment,5,2247.3,1767.0,9,8,24,5,1,Furnished,North,Yes,5.7,12.22,3,38.2,5.7,12330,Builder,Yes,90400,170.72
PROP-10488,2025-11-23,Delhi NCR,Ghaziabad,Apartment,3,1611.1,1183.3,12,12,18,3,1,Semi-Furnished,West,Yes,8.33,4.34,11,74.0,7.1,4810,Builder,Yes,61600,139.7
PROP-10489,2025-02-27,Delhi NCR,Gurugram,Independent House,4,2321.8,1734.9,11,Ground,2,3,0,Unfurnished,East,No,3.38,10.75,10,83.2,4.6,9770,Builder,Yes,85000,183.65
PROP-10490,2025-09-27,Hyderabad,Gachibowli,Villa,2,1347.3,1021.2,7,2,4,2,1,Unfurnished,West,Yes,2.72,15.76,10,54.1,3.9,4780,Owner,Yes,55800,96.57
PROP-10491,2025-03-05,Pune,Kharadi,Villa,4,2426.5,1790.4,11,1,2,5,1,Semi-Furnished,South-East,Yes,0.2,19.32,11,42.1,7.4,12420,Owner,Yes,48800,195.36
PROP-10492,2026-08-25,Pune,Baner,Apartment,3,1926.2,1558.1,22,22,24,4,2,Unfurnished,East,No,5.21,10.73,12,55.7,3.4,9000,Builder,No,40000,115.59
PROP-10493,2025-06-26,Chennai,Anna Nagar,Apartment,3,2028.8,1734.7,2,14,30,3,1,Semi-Furnished,West,No,8.87,4.69,6,64.6,5.5,6890,Builder,Yes,66000,148.22
PROP-10494,2025-08-29,Hyderabad,Kukatpally,Apartment,2,1006.0,688.0,4,7,18,2,1,,West,Yes,6.56,18.32,10,27.1,10,2250,Builder,Yes,25100,104.34
PROP-10495,2025-08-28,Bengaluru,Electronic City,Apartment,1,625.5,496.3,13,19,28,1,1,,East,No,,1.0,5,25.4,4.8,1290,Owner,Yes,30000,68.32
PROP-10496,2025-09-30,Delhi NCR,Faridabad,Villa,4,1877.4,1471.7,6,1,3,5,1,Furnished,West,Yes,6.69,18.19,1,33.2,6.4,5870,Owner,Yes,83300,203.54
PROP-10497,2025-03-04,Bengaluru,Electronic City,Villa,3,1886.9,1303.2,21,1,1,4,1,Unfurnished,East,No,1.95,14.08,8,51.0,9.2,5020,Broker,Yes,55900,188.61
PROP-10498,2025-01-18,Bengaluru,Marathahalli,Apartment,4,2867.2,1955.3,45,2,27,4,1,Semi-Furnished,South,Yes,6.64,13.68,4,34.4,5.9,11820,Builder,Yes,87100,161.51
PROP-10499,2025-06-05,Delhi NCR,Ghaziabad,Apartment,2,1140.1,780.5,2,12,21,2,1,Furnished,North,Yes,2.31,24.02,0,,6.7,5140,Builder,Yes,25100,116.42
PROP-10500,2026-05-06,Hyderabad,Madhapur,Studio,1,808.3,598.9,0,1,1,1,2,Semi-Furnished,North,No,7.67,10.22,4,44.5,5.8,3550,Builder,Yes,28100,67.97
PROP-10501,2026-01-12,Hyderabad,Kondapur,Independent House,5,,2479.7,14,Ground,4,6,2,Semi-Furnished,South-East,Yes,3.73,14.84,3,32.7,6.5,13360,Builder,Yes,105700,262.68
PROP-10502,2025-07-30,Hyderabad,Gachibowli,Independent House,3,1303.2,952.2,0,2nd,2,3,1,Unfurnished,North,Yes,3.43,6.25,10,47.2,5.6,3540,Builder,Yes,26800,104.57
PROP-10503,2026-05-19,Pune,Wakad,Independent House,3,1939.7,1445.1,45,2,2,3,1,Unfurnished,North,Yes,6.05,19.23,7,57.0,6.5,6100,Broker,Yes,39200,61.0
PROP-10504,2025-09-27,Pune,Kharadi,Apartment,2,857.8,583.4,33,1,1,3,3,Unfurnished,East,Yes,5.01,16.17,5,57.6,9.0,1780,Broker,No,19900,53.51
PROP-10505,2026-05-25,Delhi NCR,Noida,Apartment,3,2023.1,1696.2,5,Ground,12,2,0,Unfurnished,North-East,Yes,4.7,14.98,9,16.3,7.6,5130,Builder,Yes,42400,142.61
PROP-10506,2025-02-18,Hyderabad,Gachibowli,Apartment,5,3071.6,2573.3,6,Ground,18,5,3,Unfurnished,South-East,Yes,0.2,23.64,9,42.3,8.3,16380,Owner,Yes,117800,216.7
PROP-10507,2025-05-21,Hyderabad,Madhapur,Apartment,3,1760.7,1314.9,19,5,10,3,1,Semi-Furnished,East,Yes,3.22,18.27,10,42.2,4.9,6860,Owner,Yes,57100,107.94
PROP-10508,2025-12-09,Chennai,Velachery,Independent House,2,1214.4,1026.5,13,2nd,2,2,2,Semi-Furnished,West,No,4.6,22.26,8,40.8,5.8,6400,Owner,Yes,27300,93.4
PROP-10509,2025-08-03,Bengaluru,HSR Layout,Apartment,2,945.7,741.3,,3,7,2,1,Semi-Furnished,South,Yes,11.62,2.01,12,49.0,7.9,2130,Broker,Yes,31000,114.01
PROP-10510,2026-05-27,Hyderabad,Gachibowli,Apartment,2,1247.9,1034.4,8,6,8,2,2,Unfurnished,North-East,Yes,3.69,9.86,6,49.1,3.9,5270,Owner,Yes,51700,72.95
PROP-10511,2026-04-26,Hyderabad,Kukatpally,Independent House,2,966.7,777.2,8,3,3,2,0,Semi-Furnished,North,Yes,,12.71,11,53.0,4.7,2250,Owner,Yes,31400,75.7
PROP-10512,2026-03-13,Delhi NCR,Noida,Apartment,2,1354.6,1087.9,91,2,29,2,1,Semi-Furnished,North-East,Yes,2.06,22.36,11,48.4,6.0,4850,Broker,Yes,49200,51.51
PROP-10513,2026-01-11,Hyderabad,Gachibowli,Apartment,3,2032.1,1677.0,9,1st,25,3,1,Semi-Furnished,West,Y,0.2,17.2,1,49.0,7.9,9330,Broker,Yes,57900,133.54
PROP-10514,2026-01-18,Delhi NCR,Dwarka,Apartment,2,1176.4,900.2,7,Ground,5,2,2,Semi-Furnished,West,Yes,,26.82,2,25.1,8.1,4700,Owner,Yes,55200,103.3
PROP-10515,2026-05-02,Bengaluru,Electronic City,Apartment,2,1173.2,861.2,10,Ground,26,2,0,Semi-Furnished,North,Yes,4.4,22.07,4,48.3,6.5,6130,Broker,Yes,31200,89.87
PROP-10516,2026-01-18,Pune,Hadapsar,Independent House,1,720.2,576.2,12,4,4,1,1,Unfurnished,West,No,3.36,10.27,4,50.7,2.9,1550,Builder,Yes,15000,62.15
PROP-10517,2025-12-16,Pune,Kharadi,Villa,3,1179.8,991.0,0,Ground,2,4,1,Semi-Furnished,North,Yes,6.0,14.0,1,34.2,3.9,5550,Builder,Yes,26900,108.38
PROP-10518,2025-09-03,Bengaluru,Marathahalli,Apartment,2,1013.0,847.7,4,7,9,2,0,Semi-Furnished,East,Yes,0.2,11.62,10,38.1,7.0,3050,Owner,Yes,47500,112.81
PROP-10519,2025-10-26,Bengaluru,HSR Layout,Apartment,2,981.6,773.1,3,12,13,3,2,Unfurnished,South-East,Yes,3.6,7.38,8,31.8,6.8,3550,Owner,Yes,40900,114.02
PROP-10520,2026-08-21,Delhi NCR,Noida,Independent House,4,2872.7,2147.3,0,4,4,4,1,Semi-Furnished,East,Yes,8.1,7.18,6,56.2,8.5,15140,Broker,Yes,134400,244.65
PROP-10521,2026-08-04,Pune,Baner,Apartment,1,352.6,277.6,19,10,25,1,1,,North,Yes,6.22,14.93,8,38.8,10,1850,Owner,Yes,12800,51.3
PROP-10522,2026-05-13,Chennai,Porur,Apartment,2,1384.2,1095.3,3,4,16,1,1,Unfurnished,South,Yes,3.68,20.23,8,38.7,3.5,3210,Broker,No,32500,69.22
PROP-10523,2026-07-09,Hyderabad,Kukatpally,Apartment,3,1637.1,1178.1,13,9,16,3,1,semi furnished,West,Yes,5.51,26.99,6,38.0,5.1,7510,Owner,Yes,44400,117.66
PROP-10524,2025-03-08,Bengaluru,Yelahanka,Apartment,1,818.1,,2,1,10,1,1,Semi-Furnished,South,Yes,7.11,9.12,4,48.8,8.8,4150,Broker,Yes,30400,76.9
PROP-10525,2025-08-23,Chennai,Anna Nagar,Apartment,2,1250.7,950.7,10,8,28,2,1,Semi-Furnished,East,Yes,7.97,25.46,10,22.4,6.9,3360,Builder,Yes,23000,88.37
PROP-10526,2025-07-20,Chennai,OMR,Apartment,3,1488.0,1080.2,,3,12,3,1,Unfurnished,North,Yes,6.27,2.51,11,29.7,8.3,7880,Broker,Yes,53400,125.4
PROP-10527,2026-01-12,Hyderabad,Gachibowli,Apartment,3,1076.2,839.0,6,2,12,3,1,Unfurnished,South,No,4.13,13.38,8,54.6,4.5,2780,Owner,Yes,25600,86.55
PROP-10528,2026-06-21,Hyderabad,Gachibowli,Villa,3,1756.0,1385.6,31,3,3,3,2,Semi-Furnished,North-East,No,7.27,19.51,10,30.5,7.5,7230,Owner,Yes,63300,124.15
PROP-10529,2026-02-10,Hyderabad,Kukatpally,Apartment,1,989.3,822.6,21,12,27,1,1,Unfurnished,West,Yes,,14.25,10,42.0,5.0,4020,Broker,Yes,36700,52.75
PROP-10530,2026-05-06,Bengaluru,Marathahalli,Apartment,3,1570.6,1173.0,10,4,16,2,1,Unfurnished,West,No,6.47,24.27,1,20.9,4.2,5960,Owner,No,72000,110.75
PROP-10531,2026-06-11,Bengaluru,HSR Layout,Independent House,2,1156.0,934.1,9,Ground,1,3,1,Semi-Furnished,East,No,0.34,15.91,4,22.6,8.4,4680,Broker,Yes,38700,129.12
PROP-10532,2025-09-19,Pune,Hinjewadi,Studio,1,464.2,328.5,12,1st,3,1,0,Semi-Furnished,West,Yes,2.17,14.55,2,42.7,8.1,1610,Broker,Yes,13300,51.5
PROP-10533,2025-06-09,Hyderabad,Gachibowli,Apartment,1,620.7,446.5,0,10,11,1,0,Semi-Furnished,East,Yes,11.18,11.74,4,24.2,6.0,3200,Broker,Yes,16000,56.48
PROP-10534,2026-01-07,Pune,Hadapsar,Villa,3,1229.8,,3,3,3,3,0,Semi-Furnished,East,Yes,5.86,16.48,12,51.1,8.2,4460,Builder,Yes,35100,148.08
PROP-10535,2025-10-21,Bengaluru,Yelahanka,Apartment,2,1163.2,985.4,,3,4,2,1,Semi-Furnished,North,Yes,2.86,17.87,7,55.5,5.6,6230,Owner,Yes,52700,66.99
PROP-10536,2025-12-05,Pune,Hadapsar,Apartment,2,888.9,617.6,9,5,32,2,3,Unfurnished,South,Yes,4.39,10.03,10,71.8,5.7,2890,Owner,Yes,32200,61.82
PROP-10537,2025-10-18,Delhi NCR,Gurugram,Studio,1,486.5,347.7,0,3rd,4,2,1,Furnished,North,No,,16.01,9,47.6,4.8,2290,Owner,Yes,12700,60.59
PROP-10538,2025-11-24,Chennai,Anna Nagar,Apartment,3,1219.5,893.7,7,9,16,3,1,Semi-Furnished,South-East,Yes,1.59,21.68,1,52.2,10,2980,Broker,Yes,30400,144.12
PROP-10539,2025-11-28,Chennai,Anna Nagar,Apartment,4,1909.7,1549.3,0,14,14,4,2,Semi-Furnished,West,Yes,5.56,14.21,12,41.9,8.5,7150,Owner,Yes,64200,170.29
PROP-10540,2026-01-17,Chennai,Porur,Independent House,3,1127.4,942.8,16,3rd,3,3,1,Furnished,South,Yes,10.89,7.85,3,42.4,6.8,5300,Owner,Yes,40300,90.97
PROP-10541,2026-08-27,Hyderabad,Manikonda,Apartment,2,891.8,725.9,0,16,26,3,1,Semi-Furnished,West,No,4.69,11.53,11,30.9,4.8,4890,Owner,Yes,16400,96.4
